"Subject" "Activity" "signal" "average"
5 "SITTING" "tGravityAccMag" -0.9379783225
5 "STANDING" "fBodyAcc" -0.923460358988095
5 "STANDING" "fBodyAccJerk" -0.950956056845238
5 "STANDING" "fBodyAccMag" -0.9046413925
5 "STANDING" "fBodyBodyAccJerkMag" -0.941825903035714
5 "STANDING" "fBodyBodyGyroJerkMag" -0.952286438035714
5 "STANDING" "fBodyBodyGyroMag" -0.904543921607143
5 "STANDING" "fBodyGyro" -0.918742054464286
5 "STANDING" "tBodyAcc" 0.0577897032170833
5 "STANDING" "tBodyAccJerk" 0.019339287236369
5 "STANDING" "tBodyAccJerkMag" -0.956863566071429
5 "STANDING" "tBodyAccMag" -0.906104701071429
5 "STANDING" "tBodyGyro" -0.00472137295755952
5 "STANDING" "tBodyGyroJerk" -0.0581193131160714
5 "STANDING" "tBodyGyroJerkMag" -0.958405900892857
5 "STANDING" "tBodyGyroMag" -0.900671630714286
5 "STANDING" "tGravityAcc" 0.353372336354762
5 "STANDING" "tGravityAccMag" -0.906104701071429
5 "WALKING" "fBodyAcc" -0.256191106857738
5 "WALKING" "fBodyAccJerk" -0.372168992056786
5 "WALKING" "fBodyAccMag" -0.304992488892857
5 "WALKING" "fBodyBodyAccJerkMag" -0.269481661080357
5 "WALKING" "fBodyBodyGyroJerkMag" -0.548053574821429
5 "WALKING" "fBodyBodyGyroMag" -0.484262828928571
5 "WALKING" "fBodyGyro" -0.366582499690476
5 "WALKING" "tBodyAcc" 0.0509385126791488
5 "WALKING" "tBodyAccJerk" 0.0227842297230357
5 "WALKING" "tBodyAccJerkMag" -0.288333024071429
5 "WALKING" "tBodyAccMag" -0.158338674394643
5 "WALKING" "tBodyGyro" -0.0121206550127381
5 "WALKING" "tBodyGyroJerk" -0.0606882494130952
5 "WALKING" "tBodyGyroJerkMag" -0.444532485357143
5 "WALKING" "tBodyGyroMag" -0.355933083571429
5 "WALKING" "tGravityAcc" 0.291553636933929
5 "WALKING" "tGravityAccMag" -0.158338674394643
5 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.0656933370496454
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.195194819013475
5 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.155742168808511
5 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.00918394264170213
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.453697247021277
5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.349338414731915
5 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.237334401482766
5 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0615743070453901
5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0482507300950355
5 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.0637528559361702
5 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.211138853638298
5 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0194730569425532
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0736481202216312
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.39719562106383
5 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.218029835319149
5 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.305856437248632
5 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.211138853638298
5 "WALKING_UPSTAIRS" "fBodyAcc" -0.182021900326241
5 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.364420285326241
5 "WALKING_UPSTAIRS" "fBodyAccMag" -0.169261525
5 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.264674938957447
5 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.571344138723404
5 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.392564530851064
5 "WALKING_UPSTAIRS" "fBodyGyro" -0.306675178766667
5 "WALKING_UPSTAIRS" "tBodyAcc" 0.0428203468282269
5 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0226554771369504
5 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.247403476914894
5 "WALKING_UPSTAIRS" "tBodyAccMag" 0.0435562021989362
5 "WALKING_UPSTAIRS" "tBodyGyro" -0.0117440525680851
5 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0841696014003546
5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.47348816787234
5 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.235516929306383
5 "WALKING_UPSTAIRS" "tGravityAcc" 0.215891909773262
5 "WALKING_UPSTAIRS" "tGravityAccMag" 0.0435562021989362
6 "LAYING" "fBodyAcc" -0.933621985964912
6 "LAYING" "fBodyAccJerk" -0.952513900584795
6 "LAYING" "fBodyAccMag" -0.91235165222807
6 "LAYING" "fBodyBodyAccJerkMag" -0.948655471052632
6 "LAYING" "fBodyBodyGyroJerkMag" -0.953695957368421
6 "LAYING" "fBodyBodyGyroMag" -0.930153639473684
6 "LAYING" "fBodyGyro" -0.936615975614035
6 "LAYING" "tBodyAcc" 0.0350946775719298
6 "LAYING" "tBodyAccJerk" 0.0328303586681871
6 "LAYING" "tBodyAccJerkMag" -0.954750504912281
6 "LAYING" "tBodyAccMag" -0.918878850824561
6 "LAYING" "tBodyGyro" 0.0213077468385965
6 "LAYING" "tBodyGyroJerk" -0.0751517293389474
6 "LAYING" "tBodyGyroJerkMag" -0.955645738245614
6 "LAYING" "tBodyGyroMag" -0.908980174736842
6 "LAYING" "tGravityAcc" 0.21858388148655
6 "LAYING" "tGravityAccMag" -0.918878850824561
6 "SITTING" "fBodyAcc" -0.946471311818182
6 "SITTING" "fBodyAccJerk" -0.957436028909091
6 "SITTING" "fBodyAccMag" -0.935750391272727
6 "SITTING" "fBodyBodyAccJerkMag" -0.948348653636364
6 "SITTING" "fBodyBodyGyroJerkMag" -0.952034566
6 "SITTING" "fBodyBodyGyroMag" -0.929725679272727
6 "SITTING" "fBodyGyro" -0.93943122969697
6 "SITTING" "tBodyAcc" 0.0506865324054545
6 "SITTING" "tBodyAccJerk" 0.0272373326137576
6 "SITTING" "tBodyAccJerkMag" -0.962733502
6 "SITTING" "tBodyAccMag" -0.949543531272727
6 "SITTING" "tBodyGyro" -0.0139059859733333
6 "SITTING" "tBodyGyroJerk" -0.0578728178455758
6 "SITTING" "tBodyGyroJerkMag" -0.962929227818182
6 "SITTING" "tBodyGyroMag" -0.932703812181818
6 "SITTING" "tGravityAcc" 0.357159255654061
6 "SITTING" "tGravityAccMag" -0.949543531272727
6 "STANDING" "fBodyAcc" -0.95010025871345
6 "STANDING" "fBodyAccJerk" -0.962876507251462
6 "STANDING" "fBodyAccMag" -0.945949804035088
6 "STANDING" "fBodyBodyAccJerkMag" -0.955914005438597
6 "STANDING" "fBodyBodyGyroJerkMag" -0.955425138245614
6 "STANDING" "fBodyBodyGyroMag" -0.926664297017544
6 "STANDING" "fBodyGyro" -0.939375044210526
6 "STANDING" "tBodyAcc" 0.0500165946438597
6 "STANDING" "tBodyAccJerk" 0.025657225978655
6 "STANDING" "tBodyAccJerkMag" -0.967102436140351
6 "STANDING" "tBodyAccMag" -0.945022876491228
6 "STANDING" "tBodyGyro" -0.00349826745672515
6 "STANDING" "tBodyGyroJerk" -0.0656061945426901
6 "STANDING" "tBodyGyroJerkMag" -0.963406222982456
6 "STANDING" "tBodyGyroMag" -0.939404744385965
6 "STANDING" "tGravityAcc" 0.242935771692982
6 "STANDING" "tGravityAccMag" -0.945022876491228
6 "WALKING" "fBodyAcc" -0.181890955178363
6 "WALKING" "fBodyAccJerk" -0.255918588708772
6 "WALKING" "fBodyAccMag" -0.201386607649123
6 "WALKING" "fBodyBodyAccJerkMag" -0.055401423331579
6 "WALKING" "fBodyBodyGyroJerkMag" -0.366500534122807
6 "WALKING" "fBodyBodyGyroMag" -0.329681123368421
6 "WALKING" "fBodyGyro" -0.261534866246784
6 "WALKING" "tBodyAcc" 0.0521534277615789
6 "WALKING" "tBodyAccJerk" 0.0153620346959064
6 "WALKING" "tBodyAccJerkMag" -0.195117026052632
6 "WALKING" "tBodyAccMag" -0.166840713631579
6 "WALKING" "tBodyGyro" -0.00535832843918129
6 "WALKING" "tBodyGyroJerk" -0.0593599115385965
6 "WALKING" "tBodyGyroJerkMag" -0.321290483140351
6 "WALKING" "tBodyGyroMag" -0.281207841122807
6 "WALKING" "tGravityAcc" 0.258853828497076
6 "WALKING" "tGravityAccMag" -0.166840713631579
6 "WALKING_DOWNSTAIRS" "fBodyAcc" 0.130159029649306
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.00310958717013889
6 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.395958034583333
6 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.243834258785417
6 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.132705384364583
6 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.0143735434
6 "WALKING_DOWNSTAIRS" "fBodyGyro" 0.0286297962923611
6 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0500996872914583
6 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0347444985356944
6 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" 0.10384507225
6 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.333754731458333
6 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0144202350367361
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0465590266125
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.0829366854166667
6 "WALKING_DOWNSTAIRS" "tBodyGyroMag" 0.0142677821595833
6 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.237135101262083
6 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.333754731458333
6 "WALKING_UPSTAIRS" "fBodyAcc" -0.153506654190196
6 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.305706326724837
6 "WALKING_UPSTAIRS" "fBodyAccMag" -0.0819479396203922
6 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.169868234496078
6 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.45923633377451
6 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.230627015078431
6 "WALKING_UPSTAIRS" "fBodyGyro" -0.163710999602614
6 "WALKING_UPSTAIRS" "tBodyAcc" 0.0396347926022222
6 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0244806728006536
6 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.207379799254902
6 "WALKING_UPSTAIRS" "tBodyAccMag" 0.0177790974433333
6 "WALKING_UPSTAIRS" "tBodyGyro" -0.0207384929561438
6 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.056217663177451
6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.342895367921569
6 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.12912124415098
6 "WALKING_UPSTAIRS" "tGravityAcc" 0.184812912101961
6 "WALKING_UPSTAIRS" "tGravityAccMag" 0.0177790974433333
7 "LAYING" "fBodyAcc" -0.951409948012821
7 "LAYING" "fBodyAccJerk" -0.974149891153846
7 "LAYING" "fBodyAccMag" -0.927976880634615
7 "LAYING" "fBodyBodyAccJerkMag" -0.968066259230769
7 "LAYING" "fBodyBodyGyroJerkMag" -0.974117912115385
7 "LAYING" "fBodyBodyGyroMag" -0.941130719230769
7 "LAYING" "fBodyGyro" -0.956053355448718
7 "LAYING" "tBodyAcc" 0.042791501924359
7 "LAYING" "tBodyAccJerk" 0.036262476116859
7 "LAYING" "tBodyAccJerkMag" -0.980127239615385
7 "LAYING" "tBodyAccMag" -0.936392023846154
7 "LAYING" "tBodyGyro" 0.00649597186019231
7 "LAYING" "tBodyGyroJerk" -0.0696747218429487
7 "LAYING" "tBodyGyroJerkMag" -0.983008829038462
7 "LAYING" "tBodyGyroMag" -0.915793634807692
7 "LAYING" "tGravityAcc" 0.266055950320513
7 "LAYING" "tGravityAccMag" -0.936392023846154
7 "SITTING" "fBodyAcc" -0.936287699513889
7 "SITTING" "fBodyAccJerk" -0.973321453888889
7 "SITTING" "fBodyAccMag" -0.90895677625
7 "SITTING" "fBodyBodyAccJerkMag" -0.970954184166667
7 "SITTING" "fBodyBodyGyroJerkMag" -0.978634991458333
7 "SITTING" "fBodyBodyGyroMag" -0.933081955208333
7 "SITTING" "fBodyGyro" -0.949243251666667
7 "SITTING" "tBodyAcc" 0.0491996879543056
7 "SITTING" "tBodyAccJerk" 0.03157957848
7 "SITTING" "tBodyAccJerkMag" -0.976559676458333
7 "SITTING" "tBodyAccMag" -0.918432107083333
7 "SITTING" "tBodyGyro" -0.0191007570376389
7 "SITTING" "tBodyGyroJerk" -0.0596388926416667
7 "SITTING" "tBodyGyroJerkMag" -0.981665122291667
7 "SITTING" "tBodyGyroMag" -0.897870535
7 "SITTING" "tGravityAcc" 0.346733305290278
7 "SITTING" "tGravityAccMag" -0.918432107083333
7 "STANDING" "fBodyAcc" -0.952372045974843
7 "STANDING" "fBodyAccJerk" -0.970572607421384
7 "STANDING" "fBodyAccMag" -0.945611450377358
7 "STANDING" "fBodyBodyAccJerkMag" -0.967417888301887
7 "STANDING" "fBodyBodyGyroJerkMag" -0.973671168679245
7 "STANDING" "fBodyBodyGyroMag" -0.93870498490566
7 "STANDING" "fBodyGyro" -0.950945121761006
7 "STANDING" "tBodyAcc" 0.0561238916698113
7 "STANDING" "tBodyAccJerk" 0.0237654951400629
7 "STANDING" "tBodyAccJerkMag" -0.973381306226415
7 "STANDING" "tBodyAccMag" -0.942724659245283
7 "STANDING" "tBodyGyro" -0.00716245517918239
7 "STANDING" "tBodyGyroJerk" -0.0619909096509434
7 "STANDING" "tBodyGyroJerkMag" -0.977377083018868
7 "STANDING" "tBodyGyroMag" -0.943425564528302
7 "STANDING" "tGravityAcc" 0.263154755622642
7 "STANDING" "tGravityAccMag" -0.942724659245283
7 "WALKING" "fBodyAcc" -0.122873866942865
7 "WALKING" "fBodyAccJerk" -0.204466352665205
7 "WALKING" "fBodyAccMag" -0.151243649578947
7 "WALKING" "fBodyBodyAccJerkMag" -0.0384187298547368
7 "WALKING" "fBodyBodyGyroJerkMag" -0.155339855862632
7 "WALKING" "fBodyBodyGyroMag" -0.192909765467895
7 "WALKING" "fBodyGyro" -0.279031803332749
7 "WALKING" "tBodyAcc" 0.0486756871538012
7 "WALKING" "tBodyAccJerk" 0.029179560694152
7 "WALKING" "tBodyAccJerkMag" -0.192948900438596
7 "WALKING" "tBodyAccMag" -0.0978090439438596
7 "WALKING" "tBodyGyro" -0.00577085339847953
7 "WALKING" "tBodyGyroJerk" -0.0726673706851228
7 "WALKING" "tBodyGyroJerkMag" -0.300022779964912
7 "WALKING" "tBodyGyroMag" -0.305959351403509
7 "WALKING" "tGravityAcc" 0.204207514855561
7 "WALKING" "tGravityAccMag" -0.0978090439438596
7 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.0800585673404255
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.214418027234752
7 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.218911066191489
7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.067389886106383
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.289096677191489
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.255045057404255
7 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.284448270205674
7 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0555785113716312
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0205824905652482
7 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.170319619372979
7 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.0198795285851064
7 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0127441015084397
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0589549043659574
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.399229959148936
7 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.18874081887234
7 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.215272140385816
7 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0198795285851064
7 "WALKING_UPSTAIRS" "fBodyAcc" -0.345083656993464
7 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.52449602627451
7 "WALKING_UPSTAIRS" "fBodyAccMag" -0.378618761568627
7 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.45478324745098
7 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.673327281960784
7 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.533982945882353
7 "WALKING_UPSTAIRS" "fBodyGyro" -0.453319958627451
7 "WALKING_UPSTAIRS" "tBodyAcc" 0.0257911112379085
7 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0238593623686275
7 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.458695232352941
7 "WALKING_UPSTAIRS" "tBodyAccMag" -0.198074437978431
7 "WALKING_UPSTAIRS" "tBodyGyro" -0.000677552083202615
7 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0687792483372549
7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.661969771960784
7 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.239099165627451
7 "WALKING_UPSTAIRS" "tGravityAcc" 0.0580653020915033
7 "WALKING_UPSTAIRS" "tGravityAccMag" -0.198074437978431
8 "LAYING" "fBodyAcc" -0.949874913888889
8 "LAYING" "fBodyAccJerk" -0.970366390061728
8 "LAYING" "fBodyAccMag" -0.932279645518518
8 "LAYING" "fBodyBodyAccJerkMag" -0.961792852407407
8 "LAYING" "fBodyBodyGyroJerkMag" -0.968403945925926
8 "LAYING" "fBodyBodyGyroMag" -0.944528950555556
8 "LAYING" "fBodyGyro" -0.96092542845679
8 "LAYING" "tBodyAcc" 0.0459269146360494
8 "LAYING" "tBodyAccJerk" 0.0314135756795062
8 "LAYING" "tBodyAccJerkMag" -0.97314748962963
8 "LAYING" "tBodyAccMag" -0.935308633888889
8 "LAYING" "tBodyGyro" 0.0181348351932099
8 "LAYING" "tBodyGyroJerk" -0.0716102810932099
8 "LAYING" "tBodyGyroJerkMag" -0.978438191296296
8 "LAYING" "tBodyGyroMag" -0.924253348518518
8 "LAYING" "tGravityAcc" 0.301274645987654
8 "LAYING" "tGravityAccMag" -0.935308633888889
8 "SITTING" "fBodyAcc" -0.961599634637681
8 "SITTING" "fBodyAccJerk" -0.982731228768116
8 "SITTING" "fBodyAccMag" -0.947981783478261
8 "SITTING" "fBodyBodyAccJerkMag" -0.980932292391304
8 "SITTING" "fBodyBodyGyroJerkMag" -0.987730604130435
8 "SITTING" "fBodyBodyGyroMag" -0.965806789347826
8 "SITTING" "fBodyGyro" -0.97352962557971
8 "SITTING" "tBodyAcc" 0.0521016391971015
8 "SITTING" "tBodyAccJerk" 0.0204717736782029
8 "SITTING" "tBodyAccJerkMag" -0.986061512173913
8 "SITTING" "tBodyAccMag" -0.952139704347826
8 "SITTING" "tBodyGyro" -0.0262145804637681
8 "SITTING" "tBodyGyroJerk" -0.0590518753768116
8 "SITTING" "tBodyGyroJerkMag" -0.991807428043478
8 "SITTING" "tBodyGyroMag" -0.93268224326087
8 "SITTING" "tGravityAcc" 0.445481393543478
8 "SITTING" "tGravityAccMag" -0.952139704347826
8 "STANDING" "fBodyAcc" -0.962877299259259
8 "STANDING" "fBodyAccJerk" -0.981561368950617
8 "STANDING" "fBodyAccMag" -0.953746070740741
8 "STANDING" "fBodyBodyAccJerkMag" -0.979745872037037
8 "STANDING" "fBodyBodyGyroJerkMag" -0.983709233333333
8 "STANDING" "fBodyBodyGyroMag" -0.964564224074074
8 "STANDING" "fBodyGyro" -0.97259506654321
8 "STANDING" "tBodyAcc" 0.0528982275197531
8 "STANDING" "tBodyAccJerk" 0.0289149848232099
8 "STANDING" "tBodyAccJerkMag" -0.984920797777778
8 "STANDING" "tBodyAccMag" -0.953762884074074
8 "STANDING" "tBodyGyro" 0.00456998193271605
8 "STANDING" "tBodyGyroJerk" -0.0647083223308642
8 "STANDING" "tBodyGyroJerkMag" -0.987580587777778
8 "STANDING" "tBodyGyroMag" -0.952848496851852
8 "STANDING" "tGravityAcc" 0.256423456602716
8 "STANDING" "tGravityAccMag" -0.953762884074074
8 "WALKING" "fBodyAcc" -0.0563470711111111
8 "WALKING" "fBodyAccJerk" -0.197692895294444
8 "WALKING" "fBodyAccMag" -0.09521728274375
8 "WALKING" "fBodyBodyAccJerkMag" -0.123834409766667
8 "WALKING" "fBodyBodyGyroJerkMag" -0.473026230833333
8 "WALKING" "fBodyBodyGyroMag" -0.301241848645833
8 "WALKING" "fBodyGyro" -0.164898315206944
8 "WALKING" "tBodyAcc" 0.049590444211875
8 "WALKING" "tBodyAccJerk" 0.021208691686875
8 "WALKING" "tBodyAccJerkMag" -0.0668322430433333
8 "WALKING" "tBodyAccMag" 0.0516786278104167
8 "WALKING" "tBodyGyro" -0.00710572539
8 "WALKING" "tBodyGyroJerk" -0.0732143061493056
8 "WALKING" "tBodyGyroJerkMag" -0.339129269583333
8 "WALKING" "tBodyGyroMag" -0.00310243820125
8 "WALKING" "tGravityAcc" 0.170072105457104
8 "WALKING" "tGravityAccMag" 0.0516786278104167
8 "WALKING_DOWNSTAIRS" "fBodyAcc" 0.228197578719298
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk" 0.164696926576316
8 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.301626757315789
8 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.331528459921053
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.125179586744737
8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.00036272967368421
8 "WALKING_DOWNSTAIRS" "fBodyGyro" 0.00436674676903509
8 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0515933621061404
8 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0138276959859649
8 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" 0.262628490268421
8 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.176599311818421
8 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0190405960518421
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0584052159861404
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.126189142894737
8 "WALKING_DOWNSTAIRS" "tBodyGyroMag" 0.0993429744078947
8 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.194865106678772
8 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.176599311818421
8 "WALKING_UPSTAIRS" "fBodyAcc" 0.00802354679268293
8 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.204242770629268
8 "WALKING_UPSTAIRS" "fBodyAccMag" -0.13026451905122
8 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.131850567460976
8 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.46327057804878
8 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.229610952609756
8 "WALKING_UPSTAIRS" "fBodyGyro" -0.062482906397561
8 "WALKING_UPSTAIRS" "tBodyAcc" 0.0385055061544715
8 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0093479603700813
8 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.141494613465854
8 "WALKING_UPSTAIRS" "tBodyAccMag" 0.121026629195122
8 "WALKING_UPSTAIRS" "tBodyGyro" -0.0279851609056911
8 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0789247631634146
8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.400664014146341
8 "WALKING_UPSTAIRS" "tBodyGyroMag" 0.166447991
8 "WALKING_UPSTAIRS" "tGravityAcc" 0.125573422147154
8 "WALKING_UPSTAIRS" "tGravityAccMag" 0.121026629195122
9 "LAYING" "fBodyAcc" -0.942383697666667
9 "LAYING" "fBodyAccJerk" -0.961432028733333
9 "LAYING" "fBodyAccMag" -0.9266042952
9 "LAYING" "fBodyBodyAccJerkMag" -0.9543205856
9 "LAYING" "fBodyBodyGyroJerkMag" -0.9558062546
9 "LAYING" "fBodyBodyGyroMag" -0.9186053356
9 "LAYING" "fBodyGyro" -0.941564196533333
9 "LAYING" "tBodyAcc" 0.0437063312326667
9 "LAYING" "tBodyAccJerk" 0.0308605008332
9 "LAYING" "tBodyAccJerkMag" -0.9633745492
9 "LAYING" "tBodyAccMag" -0.9308684376
9 "LAYING" "tBodyGyro" -0.0237533150986667
9 "LAYING" "tBodyGyroJerk" -0.0627826614226667
9 "LAYING" "tBodyGyroJerkMag" -0.964524819
9 "LAYING" "tBodyGyroMag" -0.9071250998
9 "LAYING" "tGravityAcc" 0.0861553368666667
9 "LAYING" "tGravityAccMag" -0.9308684376
9 "SITTING" "fBodyAcc" -0.9210993856
9 "SITTING" "fBodyAccJerk" -0.960376868466667
9 "SITTING" "fBodyAccMag" -0.8977181972
9 "SITTING" "fBodyBodyAccJerkMag" -0.9530504408
9 "SITTING" "fBodyBodyGyroJerkMag" -0.9683155878
9 "SITTING" "fBodyBodyGyroMag" -0.9344377378
9 "SITTING" "fBodyGyro" -0.943440185933333
9 "SITTING" "tBodyAcc" 0.0486438325666667
9 "SITTING" "tBodyAccJerk" 0.0260492436616667
9 "SITTING" "tBodyAccJerkMag" -0.964383757
9 "SITTING" "tBodyAccMag" -0.8933617176
9 "SITTING" "tBodyGyro" -0.0009880221024
9 "SITTING" "tBodyGyroJerk" -0.064191914022
9 "SITTING" "tBodyGyroJerkMag" -0.9733641366
9 "SITTING" "tBodyGyroMag" -0.9032355368
9 "SITTING" "tGravityAcc" 0.320053928950067
9 "SITTING" "tGravityAccMag" -0.8933617176
9 "STANDING" "fBodyAcc" -0.952732999333333
9 "STANDING" "fBodyAccJerk" -0.967022422666667
9 "STANDING" "fBodyAccMag" -0.946330171777778
9 "STANDING" "fBodyBodyAccJerkMag" -0.963242884
9 "STANDING" "fBodyBodyGyroJerkMag" -0.967491628
9 "STANDING" "fBodyBodyGyroMag" -0.929769067777778
9 "STANDING" "fBodyGyro" -0.93766635837037
9 "STANDING" "tBodyAcc" 0.0556632712659259
9 "STANDING" "tBodyAccJerk" 0.0281241331534074
9 "STANDING" "tBodyAccJerkMag" -0.969524578888889
9 "STANDING" "tBodyAccMag" -0.945167482444444
9 "STANDING" "tBodyGyro" 0.00308254619340741
9 "STANDING" "tBodyGyroJerk" -0.0651306581940741
9 "STANDING" "tBodyGyroJerkMag" -0.969824044222222
9 "STANDING" "tBodyGyroMag" -0.921030223111111
9 "STANDING" "tGravityAcc" 0.320029126034593
9 "STANDING" "tGravityAccMag" -0.945167482444444
9 "WALKING" "fBodyAcc" -0.267731679865385
9 "WALKING" "fBodyAccJerk" -0.360504413846154
9 "WALKING" "fBodyAccMag" -0.318801022711538
9 "WALKING" "fBodyBodyAccJerkMag" -0.316870715576923
9 "WALKING" "fBodyBodyGyroJerkMag" -0.602581618269231
9 "WALKING" "fBodyBodyGyroMag" -0.513797480384615
9 "WALKING" "fBodyGyro" -0.353601497891026
9 "WALKING" "tBodyAcc" 0.04986437755975
9 "WALKING" "tBodyAccJerk" 0.0319363151505769
9 "WALKING" "tBodyAccJerkMag" -0.203733615519231
9 "WALKING" "tBodyAccMag" -0.0980840496143461
9 "WALKING" "tBodyGyro" -0.0105887170102564
9 "WALKING" "tBodyGyroJerk" -0.0599631380697436
9 "WALKING" "tBodyGyroJerkMag" -0.510253995769231
9 "WALKING" "tBodyGyroMag" -0.294542266826923
